Account_ID,Base_Hardware,Connected_Device_Count,Avg_Monthly_Data_Usage_GB,Data_Tier_Ceiling_Hits_6M,Upgrade_Page_Views_30D,Propensity_Score_Calculated,Marketing_Action_Segment,Actual_Upgrade_Occurred
IOT_ACC_002079,Multi_Sensor_Hub,4,1.99,1,2,40.1,Low_Propensity_Keep_Basic,1
IOT_ACC_002080,Video_Doorbell_Basic,4,2.02,1,0,47.1,Warm_Educational_Nurture,1
IOT_ACC_002081,Smart_Cam_Solo,3,3.53,1,4,58.1,Warm_Educational_Nurture,1
IOT_ACC_002082,Multi_Sensor_Hub,9,3.79,0,0,53.6,Warm_Educational_Nurture,1
IOT_ACC_002083,Multi_Sensor_Hub,6,1.74,0,0,27.3,Low_Propensity_Keep_Basic,0
IOT_ACC_002084,Video_Doorbell_Basic,2,6.59,5,3,92.2,Hot_Lead_Direct_Offer,1
IOT_ACC_002085,Multi_Sensor_Hub,5,3.5,1,1,48.2,Warm_Educational_Nurture,1
IOT_ACC_002086,Smart_Cam_Solo,2,6.89,4,4,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002087,Smart_Cam_Solo,1,4.34,1,2,48.1,Warm_Educational_Nurture,0
IOT_ACC_002088,Multi_Sensor_Hub,2,2.18,2,2,37.1,Low_Propensity_Keep_Basic,0
IOT_ACC_002089,Smart_Cam_Solo,5,2.94,1,0,46.6,Warm_Educational_Nurture,1
IOT_ACC_002090,Multi_Sensor_Hub,3,2.49,0,2,31.0,Low_Propensity_Keep_Basic,1
IOT_ACC_002091,Video_Doorbell_Basic,8,3.99,2,2,69.0,Warm_Educational_Nurture,1
IOT_ACC_002092,Video_Doorbell_Basic,2,1.29,0,0,14.1,Low_Propensity_Keep_Basic,0
IOT_ACC_002093,Smart_Cam_Solo,6,1.23,2,0,36.3,Low_Propensity_Keep_Basic,0
IOT_ACC_002094,Multi_Sensor_Hub,6,3.34,2,2,61.9,Warm_Educational_Nurture,0
IOT_ACC_002095,Smart_Cam_Solo,1,2.29,0,3,32.8,Low_Propensity_Keep_Basic,1
IOT_ACC_002096,Multi_Sensor_Hub,1,2.6,0,1,26.6,Low_Propensity_Keep_Basic,0
IOT_ACC_002097,Multi_Sensor_Hub,3,5.6,5,4,93.7,Hot_Lead_Direct_Offer,1
IOT_ACC_002098,Multi_Sensor_Hub,5,4.64,5,3,80.7,Hot_Lead_Direct_Offer,1
IOT_ACC_002099,Video_Doorbell_Basic,5,1.72,2,1,42.1,Low_Propensity_Keep_Basic,0
IOT_ACC_002100,Multi_Sensor_Hub,2,3.77,1,2,59.7,Warm_Educational_Nurture,1
IOT_ACC_002101,Multi_Sensor_Hub,4,2.64,2,1,47.2,Warm_Educational_Nurture,0
IOT_ACC_002102,Multi_Sensor_Hub,2,3.85,0,2,54.2,Warm_Educational_Nurture,1
IOT_ACC_002103,Smart_Cam_Solo,5,3.06,0,2,41.9,Low_Propensity_Keep_Basic,0
IOT_ACC_002104,Video_Doorbell_Basic,2,3.12,2,1,43.1,Low_Propensity_Keep_Basic,0
IOT_ACC_002105,Smart_Cam_Solo,2,2.94,0,3,48.2,Warm_Educational_Nurture,1
IOT_ACC_002106,Multi_Sensor_Hub,5,1.03,2,1,33.0,Low_Propensity_Keep_Basic,0
IOT_ACC_002107,Smart_Cam_Solo,3,4.6,5,1,72.5,Warm_Educational_Nurture,1
IOT_ACC_002108,Multi_Sensor_Hub,6,2.56,1,0,45.6,Warm_Educational_Nurture,0
IOT_ACC_002109,Smart_Cam_Solo,2,1.98,1,1,24.9,Low_Propensity_Keep_Basic,1
IOT_ACC_002110,Multi_Sensor_Hub,6,0.74,0,1,31.8,Low_Propensity_Keep_Basic,0
IOT_ACC_002111,Multi_Sensor_Hub,3,0.4,1,0,19.4,Low_Propensity_Keep_Basic,0
IOT_ACC_002112,Smart_Cam_Solo,5,4.15,0,0,45.7,Warm_Educational_Nurture,0
IOT_ACC_002113,Video_Doorbell_Basic,1,4.2,1,2,52.8,Warm_Educational_Nurture,1
IOT_ACC_002114,Video_Doorbell_Basic,3,2.91,1,2,43.3,Low_Propensity_Keep_Basic,1
IOT_ACC_002115,Smart_Cam_Solo,6,2.94,0,0,33.3,Low_Propensity_Keep_Basic,0
IOT_ACC_002116,Multi_Sensor_Hub,3,3.29,2,0,45.7,Warm_Educational_Nurture,0
IOT_ACC_002117,Multi_Sensor_Hub,1,2.1,0,1,23.5,Low_Propensity_Keep_Basic,1
IOT_ACC_002118,Smart_Cam_Solo,4,2.51,1,1,38.5,Low_Propensity_Keep_Basic,1
IOT_ACC_002119,Multi_Sensor_Hub,5,4.22,2,4,71.9,Warm_Educational_Nurture,1
IOT_ACC_002120,Smart_Cam_Solo,5,3.61,0,0,45.8,Warm_Educational_Nurture,1
IOT_ACC_002121,Multi_Sensor_Hub,3,7.05,4,6,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002122,Multi_Sensor_Hub,4,4.4,0,2,50.9,Warm_Educational_Nurture,1
IOT_ACC_002123,Smart_Cam_Solo,6,3.12,2,1,72.0,Warm_Educational_Nurture,1
IOT_ACC_002124,Smart_Cam_Solo,4,1.57,2,1,35.7,Low_Propensity_Keep_Basic,0
IOT_ACC_002125,Smart_Cam_Solo,3,4.97,3,0,54.2,Warm_Educational_Nurture,0
IOT_ACC_002126,Smart_Cam_Solo,2,8.01,6,3,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002127,Multi_Sensor_Hub,2,2.66,1,2,43.7,Low_Propensity_Keep_Basic,0
IOT_ACC_002128,Video_Doorbell_Basic,1,2.97,0,2,34.3,Low_Propensity_Keep_Basic,0
IOT_ACC_002129,Video_Doorbell_Basic,4,0.66,0,1,23.4,Low_Propensity_Keep_Basic,0
IOT_ACC_002130,Multi_Sensor_Hub,3,7.54,6,4,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002131,Multi_Sensor_Hub,6,5.74,4,7,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002132,Video_Doorbell_Basic,2,2.41,0,2,29.3,Low_Propensity_Keep_Basic,0
IOT_ACC_002133,Smart_Cam_Solo,5,3.1,0,2,44.3,Low_Propensity_Keep_Basic,0
IOT_ACC_002134,Smart_Cam_Solo,2,2.4,0,0,30.2,Low_Propensity_Keep_Basic,0
IOT_ACC_002135,Multi_Sensor_Hub,3,4.89,3,2,73.7,Warm_Educational_Nurture,1
IOT_ACC_002136,Smart_Cam_Solo,6,1.38,1,0,33.8,Low_Propensity_Keep_Basic,1
IOT_ACC_002137,Smart_Cam_Solo,3,7.3,3,7,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002138,Smart_Cam_Solo,2,1.84,2,0,36.2,Low_Propensity_Keep_Basic,1
IOT_ACC_002139,Multi_Sensor_Hub,3,0.52,2,0,29.7,Low_Propensity_Keep_Basic,0
IOT_ACC_002140,Smart_Cam_Solo,3,3.78,0,2,41.8,Low_Propensity_Keep_Basic,1
IOT_ACC_002141,Video_Doorbell_Basic,1,1.22,2,0,24.0,Low_Propensity_Keep_Basic,0
IOT_ACC_002142,Video_Doorbell_Basic,5,1.73,2,1,31.4,Low_Propensity_Keep_Basic,1
IOT_ACC_002143,Multi_Sensor_Hub,4,1.45,0,2,32.5,Low_Propensity_Keep_Basic,0
IOT_ACC_002144,Video_Doorbell_Basic,8,7.73,3,6,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002145,Multi_Sensor_Hub,3,3.51,1,1,44.7,Low_Propensity_Keep_Basic,1
IOT_ACC_002146,Multi_Sensor_Hub,3,4.8,5,3,75.5,Hot_Lead_Direct_Offer,1
IOT_ACC_002147,Smart_Cam_Solo,3,7.18,5,3,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002148,Multi_Sensor_Hub,1,1.31,1,3,21.6,Low_Propensity_Keep_Basic,0
IOT_ACC_002149,Multi_Sensor_Hub,6,6.69,4,4,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002150,Multi_Sensor_Hub,5,6.78,6,8,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002151,Smart_Cam_Solo,2,2.88,1,2,45.3,Warm_Educational_Nurture,0
IOT_ACC_002152,Video_Doorbell_Basic,2,2.27,2,2,48.0,Warm_Educational_Nurture,1
IOT_ACC_002153,Smart_Cam_Solo,2,5.8,3,8,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002154,Multi_Sensor_Hub,6,2.6,1,0,46.7,Warm_Educational_Nurture,0
IOT_ACC_002155,Video_Doorbell_Basic,3,2.0,1,1,34.9,Low_Propensity_Keep_Basic,0
IOT_ACC_002156,Smart_Cam_Solo,6,3.68,0,2,50.1,Warm_Educational_Nurture,1
IOT_ACC_002157,Video_Doorbell_Basic,2,2.99,2,2,51.5,Warm_Educational_Nurture,0
IOT_ACC_002158,Smart_Cam_Solo,6,2.24,1,1,34.5,Low_Propensity_Keep_Basic,1
IOT_ACC_002159,Smart_Cam_Solo,3,1.65,2,1,37.1,Low_Propensity_Keep_Basic,0
IOT_ACC_002160,Video_Doorbell_Basic,2,2.61,2,3,46.4,Warm_Educational_Nurture,0
IOT_ACC_002161,Smart_Cam_Solo,3,0.86,2,0,29.4,Low_Propensity_Keep_Basic,0
IOT_ACC_002162,Smart_Cam_Solo,4,6.49,3,3,96.2,Hot_Lead_Direct_Offer,1
IOT_ACC_002163,Multi_Sensor_Hub,3,1.74,1,1,37.1,Low_Propensity_Keep_Basic,0
IOT_ACC_002164,Multi_Sensor_Hub,3,5.07,6,2,76.9,Hot_Lead_Direct_Offer,1
IOT_ACC_002165,Multi_Sensor_Hub,4,3.63,0,3,49.9,Warm_Educational_Nurture,0
IOT_ACC_002166,Smart_Cam_Solo,4,1.58,0,1,32.5,Low_Propensity_Keep_Basic,1
IOT_ACC_002167,Video_Doorbell_Basic,4,2.4,1,2,46.3,Warm_Educational_Nurture,1
IOT_ACC_002168,Video_Doorbell_Basic,6,1.45,2,1,43.5,Low_Propensity_Keep_Basic,0
IOT_ACC_002169,Smart_Cam_Solo,2,4.06,2,1,39.5,Low_Propensity_Keep_Basic,1
IOT_ACC_002170,Multi_Sensor_Hub,1,2.69,0,2,43.5,Low_Propensity_Keep_Basic,1
IOT_ACC_002171,Video_Doorbell_Basic,7,9.38,6,5,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002172,Video_Doorbell_Basic,4,8.27,4,3,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002173,Multi_Sensor_Hub,4,4.0,2,2,61.5,Warm_Educational_Nurture,0
IOT_ACC_002174,Multi_Sensor_Hub,2,3.63,2,3,57.0,Warm_Educational_Nurture,0
IOT_ACC_002175,Video_Doorbell_Basic,2,2.86,2,2,49.0,Warm_Educational_Nurture,0
IOT_ACC_002176,Multi_Sensor_Hub,7,4.75,6,1,99.5,Hot_Lead_Direct_Offer,1
IOT_ACC_002177,Smart_Cam_Solo,4,1.65,2,0,31.6,Low_Propensity_Keep_Basic,1
IOT_ACC_002178,Video_Doorbell_Basic,3,2.55,0,2,38.4,Low_Propensity_Keep_Basic,1
IOT_ACC_002179,Multi_Sensor_Hub,5,4.03,2,0,59.6,Warm_Educational_Nurture,0
IOT_ACC_002180,Video_Doorbell_Basic,4,1.67,2,2,40.2,Low_Propensity_Keep_Basic,0
IOT_ACC_002181,Smart_Cam_Solo,6,5.0,3,2,83.3,Hot_Lead_Direct_Offer,1
IOT_ACC_002182,Smart_Cam_Solo,4,2.76,2,1,40.7,Low_Propensity_Keep_Basic,1
IOT_ACC_002183,Multi_Sensor_Hub,4,1.36,2,1,38.7,Low_Propensity_Keep_Basic,1
IOT_ACC_002184,Multi_Sensor_Hub,2,4.07,1,1,55.4,Warm_Educational_Nurture,1
IOT_ACC_002185,Smart_Cam_Solo,1,1.52,1,1,36.9,Low_Propensity_Keep_Basic,0
IOT_ACC_002186,Smart_Cam_Solo,4,8.79,6,3,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002187,Multi_Sensor_Hub,4,4.13,0,2,50.4,Warm_Educational_Nurture,1
IOT_ACC_002188,Multi_Sensor_Hub,4,3.01,2,2,50.5,Warm_Educational_Nurture,0
IOT_ACC_002189,Multi_Sensor_Hub,2,0.89,1,0,19.9,Low_Propensity_Keep_Basic,0
IOT_ACC_002190,Smart_Cam_Solo,4,3.78,1,0,45.2,Warm_Educational_Nurture,1
IOT_ACC_002191,Video_Doorbell_Basic,4,3.04,2,2,65.2,Warm_Educational_Nurture,0
IOT_ACC_002192,Video_Doorbell_Basic,2,1.52,1,1,25.9,Low_Propensity_Keep_Basic,0
IOT_ACC_002193,Smart_Cam_Solo,3,0.39,1,1,28.0,Low_Propensity_Keep_Basic,0
IOT_ACC_002194,Video_Doorbell_Basic,2,2.41,2,2,43.7,Low_Propensity_Keep_Basic,0
IOT_ACC_002195,Smart_Cam_Solo,4,2.51,2,1,43.5,Low_Propensity_Keep_Basic,1
IOT_ACC_002196,Multi_Sensor_Hub,1,4.79,4,2,59.1,Warm_Educational_Nurture,0
IOT_ACC_002197,Multi_Sensor_Hub,2,3.85,2,2,67.2,Warm_Educational_Nurture,0
IOT_ACC_002198,Smart_Cam_Solo,5,5.37,4,6,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002199,Video_Doorbell_Basic,1,1.32,0,1,18.2,Low_Propensity_Keep_Basic,0
IOT_ACC_002200,Video_Doorbell_Basic,3,8.27,5,4,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002201,Multi_Sensor_Hub,5,3.98,2,4,81.6,Hot_Lead_Direct_Offer,1
IOT_ACC_002202,Video_Doorbell_Basic,4,3.48,0,2,52.0,Warm_Educational_Nurture,1
IOT_ACC_002203,Multi_Sensor_Hub,3,7.61,3,5,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002204,Multi_Sensor_Hub,4,3.8,1,2,58.0,Warm_Educational_Nurture,1
IOT_ACC_002205,Multi_Sensor_Hub,6,2.43,2,1,50.8,Warm_Educational_Nurture,1
IOT_ACC_002206,Multi_Sensor_Hub,1,2.93,0,1,28.1,Low_Propensity_Keep_Basic,0
IOT_ACC_002207,Video_Doorbell_Basic,4,0.58,1,1,28.9,Low_Propensity_Keep_Basic,1
IOT_ACC_002208,Smart_Cam_Solo,3,3.16,1,1,37.9,Low_Propensity_Keep_Basic,0
IOT_ACC_002209,Smart_Cam_Solo,2,3.37,1,0,30.4,Low_Propensity_Keep_Basic,0
IOT_ACC_002210,Multi_Sensor_Hub,6,7.7,3,5,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002211,Multi_Sensor_Hub,4,4.35,1,4,64.8,Warm_Educational_Nurture,0
IOT_ACC_002212,Multi_Sensor_Hub,7,3.07,2,2,66.9,Warm_Educational_Nurture,0
IOT_ACC_002213,Multi_Sensor_Hub,5,1.87,2,1,49.3,Warm_Educational_Nurture,0
IOT_ACC_002214,Smart_Cam_Solo,2,2.73,1,0,33.7,Low_Propensity_Keep_Basic,1
IOT_ACC_002215,Smart_Cam_Solo,6,4.35,1,2,65.0,Warm_Educational_Nurture,1
IOT_ACC_002216,Multi_Sensor_Hub,3,3.12,2,3,57.8,Warm_Educational_Nurture,1
IOT_ACC_002217,Smart_Cam_Solo,4,4.22,1,1,55.9,Warm_Educational_Nurture,1
IOT_ACC_002218,Video_Doorbell_Basic,2,3.04,1,3,52.4,Warm_Educational_Nurture,0
IOT_ACC_002219,Video_Doorbell_Basic,4,3.2,1,1,48.6,Warm_Educational_Nurture,0
IOT_ACC_002220,Video_Doorbell_Basic,3,3.43,2,3,59.1,Warm_Educational_Nurture,0
IOT_ACC_002221,Smart_Cam_Solo,3,5.55,5,3,89.2,Hot_Lead_Direct_Offer,0
IOT_ACC_002222,Multi_Sensor_Hub,2,2.13,1,2,29.8,Low_Propensity_Keep_Basic,0
IOT_ACC_002223,Video_Doorbell_Basic,3,3.23,0,1,32.6,Low_Propensity_Keep_Basic,0
IOT_ACC_002224,Smart_Cam_Solo,4,6.93,6,3,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002225,Smart_Cam_Solo,3,4.64,4,2,75.8,Hot_Lead_Direct_Offer,1
IOT_ACC_002226,Smart_Cam_Solo,6,1.85,1,0,36.7,Low_Propensity_Keep_Basic,1
IOT_ACC_002227,Smart_Cam_Solo,2,4.89,4,2,78.1,Hot_Lead_Direct_Offer,1
IOT_ACC_002228,Video_Doorbell_Basic,1,2.77,1,1,34.1,Low_Propensity_Keep_Basic,0
IOT_ACC_002229,Smart_Cam_Solo,4,1.76,2,1,41.0,Low_Propensity_Keep_Basic,1
IOT_ACC_002230,Smart_Cam_Solo,3,2.16,2,2,42.0,Low_Propensity_Keep_Basic,0
IOT_ACC_002231,Smart_Cam_Solo,4,1.06,1,1,31.6,Low_Propensity_Keep_Basic,0
IOT_ACC_002232,Video_Doorbell_Basic,4,1.36,1,0,25.5,Low_Propensity_Keep_Basic,1
IOT_ACC_002233,Smart_Cam_Solo,4,3.86,0,2,62.7,Warm_Educational_Nurture,1
IOT_ACC_002234,Smart_Cam_Solo,6,4.02,2,0,67.6,Warm_Educational_Nurture,1
IOT_ACC_002235,Multi_Sensor_Hub,2,6.75,6,5,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002236,Smart_Cam_Solo,5,7.28,3,5,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002237,Smart_Cam_Solo,5,2.16,2,2,47.7,Warm_Educational_Nurture,0
IOT_ACC_002238,Smart_Cam_Solo,1,4.18,0,0,38.4,Low_Propensity_Keep_Basic,0
IOT_ACC_002239,Multi_Sensor_Hub,4,4.66,3,2,79.0,Hot_Lead_Direct_Offer,0
IOT_ACC_002240,Video_Doorbell_Basic,3,7.24,6,6,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002241,Video_Doorbell_Basic,2,5.2,6,3,76.1,Hot_Lead_Direct_Offer,1
IOT_ACC_002242,Video_Doorbell_Basic,5,2.51,0,2,41.9,Low_Propensity_Keep_Basic,0
IOT_ACC_002243,Smart_Cam_Solo,2,4.24,0,1,32.2,Low_Propensity_Keep_Basic,0
IOT_ACC_002244,Smart_Cam_Solo,1,6.97,4,6,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002245,Multi_Sensor_Hub,5,7.88,5,5,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002246,Video_Doorbell_Basic,2,5.75,4,2,90.3,Hot_Lead_Direct_Offer,1
IOT_ACC_002247,Video_Doorbell_Basic,6,5.44,3,3,84.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002248,Multi_Sensor_Hub,3,2.21,0,2,41.7,Low_Propensity_Keep_Basic,0
IOT_ACC_002249,Multi_Sensor_Hub,2,3.22,2,2,37.9,Low_Propensity_Keep_Basic,0
IOT_ACC_002250,Smart_Cam_Solo,4,4.07,1,4,67.6,Warm_Educational_Nurture,1
IOT_ACC_002251,Multi_Sensor_Hub,3,2.66,0,1,37.6,Low_Propensity_Keep_Basic,1
IOT_ACC_002252,Smart_Cam_Solo,3,1.04,1,0,21.6,Low_Propensity_Keep_Basic,0
IOT_ACC_002253,Multi_Sensor_Hub,3,3.68,1,0,42.0,Low_Propensity_Keep_Basic,0
IOT_ACC_002254,Smart_Cam_Solo,4,1.47,2,0,30.5,Low_Propensity_Keep_Basic,0
IOT_ACC_002255,Smart_Cam_Solo,3,6.56,5,3,88.8,Hot_Lead_Direct_Offer,1
IOT_ACC_002256,Smart_Cam_Solo,4,5.51,3,2,75.7,Hot_Lead_Direct_Offer,1
IOT_ACC_002257,Video_Doorbell_Basic,2,2.87,1,1,34.7,Low_Propensity_Keep_Basic,0
IOT_ACC_002258,Smart_Cam_Solo,1,2.11,1,2,24.7,Low_Propensity_Keep_Basic,1
IOT_ACC_002259,Smart_Cam_Solo,5,2.55,2,1,45.9,Warm_Educational_Nurture,0
IOT_ACC_002260,Smart_Cam_Solo,4,2.81,1,2,46.7,Warm_Educational_Nurture,1
IOT_ACC_002261,Multi_Sensor_Hub,5,1.36,1,1,39.6,Low_Propensity_Keep_Basic,0
IOT_ACC_002262,Multi_Sensor_Hub,7,1.08,1,0,28.1,Low_Propensity_Keep_Basic,0
IOT_ACC_002263,Smart_Cam_Solo,2,2.34,2,3,52.7,Warm_Educational_Nurture,1
IOT_ACC_002264,Smart_Cam_Solo,4,1.19,1,1,25.0,Low_Propensity_Keep_Basic,0
IOT_ACC_002265,Smart_Cam_Solo,4,6.53,6,2,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002266,Video_Doorbell_Basic,5,3.47,2,2,64.7,Warm_Educational_Nurture,0
IOT_ACC_002267,Multi_Sensor_Hub,4,2.0,1,0,26.9,Low_Propensity_Keep_Basic,0
IOT_ACC_002268,Smart_Cam_Solo,2,0.85,2,1,32.8,Low_Propensity_Keep_Basic,0
IOT_ACC_002269,Multi_Sensor_Hub,4,3.18,1,0,43.2,Low_Propensity_Keep_Basic,0
IOT_ACC_002270,Multi_Sensor_Hub,2,2.77,0,0,26.0,Low_Propensity_Keep_Basic,1
IOT_ACC_002271,Smart_Cam_Solo,3,2.08,2,0,33.0,Low_Propensity_Keep_Basic,1
IOT_ACC_002272,Smart_Cam_Solo,2,2.15,0,0,19.4,Low_Propensity_Keep_Basic,1
IOT_ACC_002273,Video_Doorbell_Basic,3,5.02,4,1,75.8,Hot_Lead_Direct_Offer,1
IOT_ACC_002274,Smart_Cam_Solo,2,0.89,0,2,11.4,Low_Propensity_Keep_Basic,0
IOT_ACC_002275,Multi_Sensor_Hub,4,5.96,4,2,84.2,Hot_Lead_Direct_Offer,1
IOT_ACC_002276,Video_Doorbell_Basic,6,7.04,5,5,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002277,Video_Doorbell_Basic,3,1.01,2,0,21.8,Low_Propensity_Keep_Basic,0
IOT_ACC_002278,Video_Doorbell_Basic,2,3.34,1,0,42.1,Low_Propensity_Keep_Basic,1
IOT_ACC_002279,Video_Doorbell_Basic,5,3.14,1,3,64.5,Warm_Educational_Nurture,1
IOT_ACC_002280,Smart_Cam_Solo,2,2.64,2,2,40.0,Low_Propensity_Keep_Basic,0
IOT_ACC_002281,Video_Doorbell_Basic,3,4.62,5,9,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002282,Smart_Cam_Solo,5,2.69,2,1,50.9,Warm_Educational_Nurture,1
IOT_ACC_002283,Multi_Sensor_Hub,4,7.15,5,3,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002284,Multi_Sensor_Hub,1,1.2,1,0,16.3,Low_Propensity_Keep_Basic,0
IOT_ACC_002285,Smart_Cam_Solo,5,3.5,2,2,60.5,Warm_Educational_Nurture,1
IOT_ACC_002286,Smart_Cam_Solo,4,5.81,4,5,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002287,Video_Doorbell_Basic,5,2.65,1,1,44.4,Low_Propensity_Keep_Basic,0
IOT_ACC_002288,Smart_Cam_Solo,6,10.32,4,7,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002289,Multi_Sensor_Hub,1,5.91,5,3,87.6,Hot_Lead_Direct_Offer,1
IOT_ACC_002290,Video_Doorbell_Basic,4,4.93,6,4,96.6,Hot_Lead_Direct_Offer,1
IOT_ACC_002291,Multi_Sensor_Hub,4,5.35,3,4,78.6,Hot_Lead_Direct_Offer,1
IOT_ACC_002292,Video_Doorbell_Basic,4,5.74,3,1,76.4,Hot_Lead_Direct_Offer,1
IOT_ACC_002293,Multi_Sensor_Hub,2,3.11,0,1,38.5,Low_Propensity_Keep_Basic,1
IOT_ACC_002294,Smart_Cam_Solo,3,1.96,1,1,32.3,Low_Propensity_Keep_Basic,1
IOT_ACC_002295,Smart_Cam_Solo,4,2.71,2,1,44.0,Low_Propensity_Keep_Basic,0
IOT_ACC_002296,Multi_Sensor_Hub,3,4.43,1,1,52.5,Warm_Educational_Nurture,0
IOT_ACC_002297,Video_Doorbell_Basic,4,7.5,4,6,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002298,Smart_Cam_Solo,7,3.45,0,1,52.6,Warm_Educational_Nurture,1
IOT_ACC_002299,Smart_Cam_Solo,5,4.23,0,3,57.0,Warm_Educational_Nurture,0
IOT_ACC_002300,Video_Doorbell_Basic,3,2.82,0,2,27.9,Low_Propensity_Keep_Basic,1
IOT_ACC_002301,Smart_Cam_Solo,7,6.75,6,5,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002302,Smart_Cam_Solo,4,3.2,1,4,51.9,Warm_Educational_Nurture,1
IOT_ACC_002303,Smart_Cam_Solo,6,4.2,1,0,57.6,Warm_Educational_Nurture,1
IOT_ACC_002304,Video_Doorbell_Basic,1,5.1,3,1,57.9,Warm_Educational_Nurture,1
IOT_ACC_002305,Video_Doorbell_Basic,4,1.16,0,0,21.5,Low_Propensity_Keep_Basic,0
IOT_ACC_002306,Smart_Cam_Solo,4,8.76,6,1,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002307,Smart_Cam_Solo,3,1.09,0,0,8.1,Low_Propensity_Keep_Basic,0
IOT_ACC_002308,Smart_Cam_Solo,5,2.21,1,1,35.7,Low_Propensity_Keep_Basic,0
IOT_ACC_002309,Multi_Sensor_Hub,2,2.9,1,2,40.3,Low_Propensity_Keep_Basic,1
IOT_ACC_002310,Smart_Cam_Solo,5,5.85,4,1,88.2,Hot_Lead_Direct_Offer,1
IOT_ACC_002311,Multi_Sensor_Hub,5,6.13,6,1,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002312,Smart_Cam_Solo,1,1.1,2,0,25.7,Low_Propensity_Keep_Basic,0
IOT_ACC_002313,Smart_Cam_Solo,2,3.7,0,4,45.0,Low_Propensity_Keep_Basic,1
IOT_ACC_002314,Smart_Cam_Solo,6,1.47,1,1,37.7,Low_Propensity_Keep_Basic,1
IOT_ACC_002315,Smart_Cam_Solo,5,3.52,2,3,69.1,Warm_Educational_Nurture,1
IOT_ACC_002316,Multi_Sensor_Hub,5,2.2,1,1,44.1,Low_Propensity_Keep_Basic,1
IOT_ACC_002317,Video_Doorbell_Basic,2,0.82,0,1,11.0,Low_Propensity_Keep_Basic,0
IOT_ACC_002318,Smart_Cam_Solo,6,2.23,1,1,43.7,Low_Propensity_Keep_Basic,1
IOT_ACC_002319,Multi_Sensor_Hub,4,2.06,1,0,35.0,Low_Propensity_Keep_Basic,0
IOT_ACC_002320,Smart_Cam_Solo,2,4.45,2,0,45.1,Warm_Educational_Nurture,0
IOT_ACC_002321,Video_Doorbell_Basic,7,3.03,2,1,63.2,Warm_Educational_Nurture,0
IOT_ACC_002322,Multi_Sensor_Hub,3,5.0,5,5,99.7,Hot_Lead_Direct_Offer,1
IOT_ACC_002323,Video_Doorbell_Basic,1,3.56,2,0,39.7,Low_Propensity_Keep_Basic,1
IOT_ACC_002324,Multi_Sensor_Hub,3,2.05,1,2,40.1,Low_Propensity_Keep_Basic,0
IOT_ACC_002325,Video_Doorbell_Basic,3,5.0,3,2,73.8,Warm_Educational_Nurture,1
IOT_ACC_002326,Video_Doorbell_Basic,2,2.2,1,1,32.1,Low_Propensity_Keep_Basic,1
IOT_ACC_002327,Video_Doorbell_Basic,4,3.35,2,2,57.9,Warm_Educational_Nurture,0
IOT_ACC_002328,Smart_Cam_Solo,5,3.05,2,1,57.7,Warm_Educational_Nurture,0
IOT_ACC_002329,Multi_Sensor_Hub,7,1.51,0,2,43.2,Low_Propensity_Keep_Basic,0
IOT_ACC_002330,Smart_Cam_Solo,2,9.81,3,7,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_002331,Video_Doorbell_Basic,4,2.71,1,1,41.9,Low_Propensity_Keep_Basic,1
